,Games,ReleaseDate,Rating,Recommendations,Owners,CategoryInAppPurchase,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial,PriceFinal,RevenueMillions
3545,Requiem: Rise of the Reaver,Mar 4 2015,0,318,257905,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3558,Echo of Soul,Jun 22 2015,0,1455,562440,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3571,Cloud Chamber,Aug 7 2014,74,141,22419,False,True,False,True,False,False,False,False,False,False,False,False,True,19.99,19.99,0.44815580999999993
3572,My Lands: Black Gem Hunting,Sep 16 2014,0,3251,305432,False,True,False,False,True,True,False,False,False,True,False,False,True,0.0,0.0,0.0
3657,Wander,Jun 4 2015,0,107,0,False,False,False,True,False,False,False,False,False,False,False,False,True,8.99,8.99,0.0
3660,Epic Space: Online,May 8 2014,0,0,2511,False,False,True,True,False,False,False,True,True,False,False,False,True,14.99,14.99,0.03763989
3665,Amazing World(tm),Aug 7 2014,0,2313,614272,False,False,False,True,False,False,True,True,False,True,False,False,True,0.0,0.0,0.0
3667,Guns and Robots,Aug 4 2014,0,1625,1171691,False,True,True,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3720,H1Z1 : Just Survive,Jan 15 2015,0,70765,2631417,False,False,True,True,False,False,False,False,True,False,False,False,True,19.99,19.99,52.602025829999995
3723,Royal Quest,Aug 6 2014,0,1066,770127,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3729,Darkwind: War on Wheels,Aug 22 2014,0,402,231182,False,True,False,False,False,True,True,False,False,True,False,True,True,0.0,0.0,0.0
3789,Xsyon - Prelude,Dec 29 2014,0,150,3408,False,True,False,False,False,False,True,False,True,False,False,False,True,29.99,29.99,0.10220591999999999
3799,Landmark,Jun 10 2016,0,2075,79452,False,False,False,True,False,False,True,False,False,False,False,False,True,9.99,9.99,0.79372548
3807,Eldevin,Nov 5 2014,0,1166,341840,False,True,False,False,True,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3813,UFO Online: Fight for Earth,Oct 10 2014,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,0.0,0.0,0.0
3846,Block N Load,Apr 30 2015,72,9150,2169951,False,False,True,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
3859,Miscreated,Oct 30 2014,0,8743,441200,False,True,True,True,False,True,True,True,True,False,False,False,True,19.99,19.99,8.819588
3865,Divine Souls F2P MMO,Aug 15 2014,0,857,550245,False,True,True,True,False,True,True,False,False,True,False,False,True,0.0,0.0,0.0
3893,Fiesta Online NA,May 20 2014,0,377,391161,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
3909,Robocraft,Jul 8 2014,0,71023,11319470,False,True,True,False,False,False,True,True,True,True,False,False,True,0.0,0.0,0.0
4005,ArcheAge,Mar 26 2015,80,3906,1111071,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
4006,Trove,Jul 9 2015,0,40879,7174342,True,False,True,True,True,False,True,False,False,True,False,False,True,0.0,0.0,0.0
4022,Star Sonata 2,Fall 2016,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
4061,The Elder Scrolls(r) Online: Tamriel Unlimited(tm),Mar 17 2015,0,9775,929210,False,False,False,False,False,False,True,False,False,False,False,False,True,29.99,29.99,27.867007899999997
4082,BattleSpace,Jan 7 2015,0,0,128594,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
4136,Minimon,Mar 25 2015,0,0,8250,False,True,False,False,False,False,True,False,True,False,False,False,True,9.99,9.99,0.0824175
4181,Naval Action,Jan 21 2016,0,2601,87343,False,True,True,True,False,True,False,True,True,False,False,False,True,39.99,39.99,3.49284657
4316,Forsaken Uprising,Dec 3 2014,0,1176,194236,False,True,True,True,True,True,True,True,False,False,False,False,True,2.99,2.99,0.58076564
4371,sZone-Online,Dec 29 2015,0,6364,1732338,False,False,True,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
4398,Uncharted Waters Online: Episode Atlantis,Oct 3 2014,0,512,277633,False,False,False,True,False,True,True,True,False,True,False,False,True,0.0,0.0,0.0
4409,Cubic Castles,Aug 13 2014,0,3503,937819,False,True,True,True,True,False,False,False,False,True,False,False,True,0.0,0.0,0.0
4427,AXYOS,Oct 31 2014,0,1142,72816,False,True,True,False,False,False,False,False,True,False,False,False,True,7.99,7.99,0.58179984
4474,GRANADO ESPADA,Jan 7 2016,0,136,66180,False,False,True,False,False,True,True,False,False,True,False,False,True,0.0,0.0,0.0
4499,Warside,May 5 2015,0,340,176301,False,False,True,False,False,False,True,False,True,True,False,False,True,0.0,0.0,0.0
4558,The Repopulation,Dec 22 2014,0,886,43582,False,True,False,False,False,False,True,False,True,False,False,False,True,0.0,0.0,0.0
4573,Worlds Adrift,2016,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0
4594,TERA,May 5 2015,77,9834,3773336,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
4633,Boundless,Nov 13 2014,0,411,14886,False,False,True,True,False,False,True,False,True,False,False,False,True,34.99,34.99,0.5208611400000001
4678,Shroud of the Avatar: Forsaken Virtues,Nov 24 2014,0,887,35332,False,False,False,False,False,False,True,False,True,False,False,False,True,39.99,39.99,1.4129266800000002
4686,ShellShock Live,Mar 11 2015,0,3663,554190,False,True,True,False,True,True,False,False,True,False,False,False,True,6.99,6.99,3.8737881
4704,Gloria Victis,Jun 9 2016,0,1195,45196,False,True,True,False,False,False,True,False,True,False,False,False,True,19.99,19.99,0.9034680399999999
4705,Out of Reach,Jun 8 2015,0,1362,63490,False,True,True,True,False,False,False,True,True,False,False,False,True,14.99,14.99,0.9517150999999999
4806,The Slaughtering Grounds,Oct 31 2014,0,2173,220959,False,True,True,True,True,True,True,True,False,False,False,False,True,0.99,0.99,0.21874941
4817,Asteroids: Outpost(tm),Mar 26 2015,0,124,3228,False,False,False,False,False,False,False,True,True,False,False,False,True,29.99,29.99,0.09680772
4841,Redemption,Aug 11 2016,0,0,538,False,False,True,True,True,False,True,False,True,False,False,False,True,14.99,14.99,0.00806462
4879,School of Dragons,Dec 4 2014,0,2830,1153218,False,False,False,True,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
4911,Storm United,Apr 17 2015,0,414,24571,False,True,True,False,False,False,False,False,True,False,False,False,True,19.99,19.99,0.49117428999999996
4959,Gates of Horizon,Dec 18 2014,0,0,5022,False,True,False,False,False,True,False,True,False,False,False,False,True,9.99,9.99,0.05016978
4990,Transformice,Jan 30 2015,0,7915,2079738,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5010,Dream Of Mirror Online,Aug 14 2015,0,393,194415,False,False,False,True,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5015,Angels of Fasaria: Version 2.0,Dec 9 2014,0,0,24392,False,True,False,True,False,True,True,False,False,False,False,False,True,12.99,12.99,0.31685208000000004
5044,Might & Magic Heroes Online,Nov 24 2015,0,575,240866,False,False,False,False,False,True,True,False,False,True,False,False,True,0.0,0.0,0.0
5056,KWAAN,Jan 21 2016,0,134,11478,False,True,False,True,False,False,True,False,False,False,False,False,True,9.99,9.99,0.11466522
5073,Karos,Dec 24 2014,0,242,361031,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5091,The SKIES,Apr 16 2016,0,2516,802948,True,False,False,False,False,False,True,False,True,True,False,False,True,0.0,0.0,0.0
5122,Navy Field 2 : Conqueror of the Ocean,Mar 5 2015,0,1210,576430,False,False,True,False,False,True,True,True,False,True,False,False,True,0.0,0.0,0.0
5158,Factions: Origins of Malu,Mar 23 2015,0,0,0,False,True,True,True,True,True,False,False,True,False,False,False,True,0.0,0.0,0.0
5164,VEGA Conflict,Dec 14 2015,0,1341,369998,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
5165,Freestyle2: Street Basketball,Apr 1 2015,0,5198,4012230,False,False,True,False,True,True,False,False,False,True,True,False,True,0.0,0.0,0.0
5176,AoF World Online,Feb 27 2015,0,0,14527,False,True,False,True,False,True,True,False,False,False,False,False,True,19.99,19.99,0.29039473
5213,TDP4:Team Battle,Mar 12 2015,0,511,221317,False,False,True,True,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5227,Deepworld,Apr 22 2015,0,581,232258,False,True,True,True,True,False,True,False,True,True,False,False,True,0.0,0.0,0.0
5295,MechWarrior Online(tm),Dec 10 2015,0,3205,928134,False,False,True,False,False,True,False,True,False,True,False,False,True,0.0,0.0,0.0
5300,Manyland,Dec 7 2015,0,0,7174,False,True,True,True,False,False,False,False,False,False,False,False,True,8.99,8.99,0.06449426
5405,Ascent - The Space Game,Apr 11 2016,0,259,19728,False,True,False,False,False,True,False,True,False,False,False,False,True,19.99,19.99,0.39436271999999994
5451,ARK: Survival Evolved,Jun 2 2015,0,96815,4023708,False,True,True,True,False,False,True,False,True,False,False,False,True,29.99,29.99,120.67100291999999
5460,Lif,Jan 21 2016,0,104,3408,False,False,False,False,False,False,True,True,False,False,False,False,True,8.99,8.99,0.030637920000000003
5470,Musclecar Online,Feb 12 2015,0,0,11478,False,True,False,False,True,False,False,False,False,False,False,True,True,5.99,2.99,0.034319220000000004
5525,16 Bit Arena,Mar 24 2015,0,0,124648,False,True,True,False,True,True,True,False,False,True,False,False,True,0.0,0.0,0.0
5566,Immune - True Survival,Mar 25 2015,0,782,120882,False,True,True,True,False,False,True,False,True,False,False,False,True,0.0,0.0,0.0
5572,M4 Tank Brigade,Aug 17 2015,0,0,1076,False,False,True,False,False,False,False,True,True,False,False,False,True,14.99,14.99,0.01612924
5588,The Black Watchmen,Aug 27 2015,0,181,11120,False,True,False,False,False,False,True,False,False,False,False,False,True,14.99,14.99,0.1666888
5596,Dark Forester,Feb 9 2015,0,0,3946,False,True,False,False,False,True,True,False,True,False,False,False,True,29.99,29.99,0.11834054
5607,Romeros Aftermath,Sep 24 2015,0,10092,2047096,False,True,True,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5608,Audition Online,Jun 3 2015,0,980,376096,False,False,False,False,True,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5641,Alganon,May 19 2015,0,205,110838,False,True,True,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5642,Red Stone Online,Apr 2015,0,208,115322,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5666,Survival: Postapocalypse Now,Apr 16 2015,0,6166,129670,False,True,True,True,False,False,False,True,True,False,False,False,True,4.99,4.99,0.6470533
5726,Subspace Continuum,Jul 3 2015,0,344,126980,False,False,True,False,True,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5741,Time of Dragons,Feb 1 2016,0,1430,530516,False,True,True,False,False,False,False,True,False,True,False,False,True,0.0,0.0,0.0
5771,Aberoth,Jul 17 2015,0,891,181143,False,True,True,True,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5775,LoveBeat,Jan 13 2016,0,678,147246,False,False,True,False,True,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5813,TDP5 Arena 3D,Mar 26 2015,0,173,178094,False,False,True,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
5848,Survarium,Apr 2 2015,0,12247,3092704,False,False,True,False,False,False,True,False,True,True,False,False,True,0.0,0.0,0.0
5861,Heroes of Scene,Aug 26 2015,0,642,255753,False,True,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
5873,Dragomon Hunter,Dec 2 2015,0,842,461646,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
5910,Break_In,Apr 29 2015,0,0,538,False,False,True,False,False,True,False,False,True,False,False,False,True,9.99,4.99,0.00268462
5995,Elite Dangerous,Apr 2 2015,80,17106,905177,False,False,True,True,False,True,True,True,False,False,False,False,True,29.99,29.99,27.14625823
5998,The Secret World: Ultimate Edition,Jun 11 2015,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,59.99,59.99,0.0
6027,Choice Chamber,Jul 16 2015,0,106,94517,False,True,True,False,False,False,False,False,False,False,False,False,True,9.99,9.99,0.9442248300000001
6043,Once Bitten Twice Dead!,Jul 7 2015,0,105,22777,False,True,True,True,True,True,True,True,False,False,False,False,True,4.99,4.99,0.11365723000000001
6050,Cards and Castles,Dec 18 2015,0,516,108506,True,True,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
6099,Tree of Life,May 27 2015,0,4798,81066,False,True,False,False,False,False,True,False,True,False,False,False,True,19.99,19.99,1.62050934
6109,Metal Reaper Online,Sep 17 2015,0,458,214143,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
6198,Swordsman,Jan 28 2016,0,427,328389,False,False,True,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
6280,WarBirds - World War II Combat Aviation,May 5 2015,0,0,4304,False,False,True,True,False,False,False,True,False,False,False,False,True,14.99,14.99,0.06451696
6305,Hounds : The Last Hope,Jan 27 2016,0,154,4842,False,False,True,False,False,False,True,False,False,False,False,False,True,34.99,34.99,0.16942158000000002
6339,Spy Bugs,Jun 26 2015,0,0,7891,False,False,True,False,False,False,False,False,True,False,False,False,True,9.99,9.99,0.07883108999999999
6413,Nebula Online,Jan 5 2016,0,256,84474,True,True,False,False,False,False,True,False,True,False,False,False,True,4.99,0.99,0.08362926
6439,Ghost in the Shell: Stand Alone Complex - First Assault Online,Jul 28 2016,0,8975,1258317,False,False,True,False,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0
6470,Uncrowded,May 11 2015,0,5141,251986,False,True,True,True,False,False,False,False,False,False,False,False,True,0.99,0.99,0.24946613999999998
6521,Karos Returns,Jul 30 2015,0,367,143300,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
6553,Tree of Savior (English Ver.),Mar 28 2016,0,10982,1727854,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
6582,RPG MO,Aug 18 2015,0,1003,308661,False,True,False,True,False,False,True,False,True,True,False,False,True,0.0,0.0,0.0
6613,Ryzom,May 6 2016,64,221,126441,False,True,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
6673,Warhammer 40000 : Eternal Crusade,Jan 26 2016,0,2288,84832,False,False,True,False,False,False,False,False,True,False,False,False,True,39.99,39.99,3.39243168
6705,Trackmania(r) Turbo,Mar 24 2016,0,839,39098,False,False,False,False,False,False,False,False,False,False,False,True,True,39.99,39.99,1.56352902
6711,Assault Corps 2,Jul 15 2015,0,0,1793,False,True,True,True,True,True,True,True,False,False,True,True,True,2.99,2.99,0.005361070000000001
6713,SAGA,Aug 4 2015,61,108,99360,False,True,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0
6716,The Isle,Dec 1 2015,0,2585,71202,False,True,True,True,False,False,False,True,True,False,False,False,True,19.99,19.99,1.42332798
6725,WildStar,Jun 9 2016,82,2384,866258,True,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0.0,0.0
6745,Hide & Hold Out - H2o,Apr 9 2016,0,492,13093,False,False,True,True,False,False,False,True,True,False,False,False,True,17.99,17.99,0.23554306999999997
6804,Badland Bandits,Jul 16 2015,0,121,71740,False,False,True,False,False,False,True,True,True,False,False,True,True,0.0,0.0,0.0
